HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458497.59926,2019-01-14.0993722,bG,1.52,15.367,11.376,0.008,102.283,0.708,g
2458498.39339,2019-01-14.8934739,bo,1.54,15.490,11.380,0.006,101.925,0.539,g
2458498.39459,2019-01-14.8946817,bo,1.45,15.493,11.367,0.006,103.106,0.558,g
2458498.56360,2019-01-15.0636781,bo,1.47,15.526,11.369,0.006,102.975,0.549,g
2458498.56480,2019-01-15.0648800,bo,1.47,15.530,11.365,0.006,103.277,0.519,g
2458498.56600,2019-01-15.0660851,bo,1.46,15.531,11.370,0.006,102.776,0.520,g
2458498.71277,2019-01-15.2128447,bG,1.50,15.423,11.358,0.006,103.937,0.598,g
2458498.71407,2019-01-15.2141462,bG,1.49,15.442,11.392,0.006,100.746,0.617,g
2458498.71534,2019-01-15.2154100,bG,1.43,15.437,11.383,0.006,101.544,0.587,g
2458498.80890,2019-01-15.3089754,bl,1.45,15.503,11.397,0.007,100.298,0.599,g
2458498.81012,2019-01-15.3101944,bl,1.50,15.499,11.382,0.007,101.721,0.618,g
2458498.81134,2019-01-15.3114108,bl,1.45,15.495,11.388,0.007,101.091,0.610,g
2458500.38572,2019-01-16.8857366,bo,1.49,15.392,11.375,0.006,102.364,0.613,g
2458500.61188,2019-01-17.1118868,bG,1.46,15.334,11.407,0.007,99.346,0.653,g
2458500.61315,2019-01-17.1131520,bG,1.40,15.332,11.375,0.007,102.345,0.616,g
2458500.61442,2019-01-17.1144248,bG,1.36,15.387,11.406,0.007,99.455,0.606,g
2458500.79818,2019-01-17.2981723,bG,1.48,15.459,11.411,0.006,98.994,0.571,g
2458500.79943,2019-01-17.2994349,bG,1.46,15.466,11.398,0.006,100.166,0.558,g
2458501.66552,2019-01-18.1654949,bH,2.02,15.452,11.392,0.006,100.758,0.601,g
2458501.66679,2019-01-18.1667601,bH,2.01,15.446,11.389,0.007,101.025,0.664,g
2458501.66806,2019-01-18.1680341,bH,2.00,15.450,11.401,0.007,99.968,0.656,g
2458501.84607,2019-01-18.3460320,bl,1.53,15.486,11.396,0.007,100.444,0.619,g
2458501.84728,2019-01-18.3472478,bl,1.53,15.498,11.416,0.007,98.542,0.624,g
2458501.84850,2019-01-18.3484658,bl,1.51,15.492,11.398,0.007,100.192,0.629,g
2458502.78224,2019-01-19.2821636,bG,1.49,15.350,11.392,0.007,100.749,0.602,g
2458502.78353,2019-01-19.2834542,bG,1.39,15.372,11.371,0.006,102.659,0.610,g
2458502.78482,2019-01-19.2847371,bG,1.47,15.375,11.374,0.006,102.454,0.637,g
2458502.80070,2019-01-19.3006229,bH,1.45,15.487,11.394,0.006,100.541,0.592,g
2458502.80196,2019-01-19.3018885,bH,1.43,15.491,11.385,0.007,101.374,0.679,g
2458502.80324,2019-01-19.3031609,bH,1.47,15.469,11.382,0.006,101.630,0.595,g
2458504.61149,2019-01-21.1113459,bo,1.56,15.352,11.351,0.006,104.601,0.601,g
2458504.74811,2019-01-21.2479651,bl,1.59,15.453,11.378,0.006,102.014,0.601,g
2458504.74933,2019-01-21.2491803,bl,1.55,15.460,11.380,0.006,101.825,0.592,g
2458504.75055,2019-01-21.2503958,bl,1.48,15.467,11.382,0.006,101.668,0.593,g
2458505.63660,2019-01-22.1364267,bl,1.43,15.324,11.395,0.008,100.483,0.700,g
2458505.63782,2019-01-22.1376399,bl,1.48,15.348,11.389,0.008,101.011,0.701,g
2458505.63904,2019-01-22.1388568,bl,1.51,15.386,11.400,0.008,100.035,0.657,g
2458506.71005,2019-01-23.2098305,bH,1.47,15.409,11.378,0.006,102.084,0.625,g
2458506.71133,2019-01-23.2111109,bH,1.43,15.402,11.385,0.007,101.432,0.638,g
2458506.71260,2019-01-23.2123751,bH,1.53,15.398,11.375,0.006,102.258,0.622,g
2458507.50703,2019-01-24.0067723,bo,1.41,15.435,11.378,0.006,101.997,0.582,g
2458507.50824,2019-01-24.0079901,bo,1.46,15.468,11.374,0.006,102.455,0.553,g
2458507.50944,2019-01-24.0091920,bo,1.45,15.398,11.359,0.006,103.815,0.601,g
2458507.80690,2019-01-24.3066334,bl,1.49,15.410,11.370,0.006,102.838,0.626,g
2458507.80811,2019-01-24.3078569,bl,1.47,15.399,11.375,0.006,102.376,0.604,g
2458507.80934,2019-01-24.3090804,bl,1.60,15.380,11.365,0.007,103.265,0.657,g
2458508.72091,2019-01-25.2206084,bl,1.39,15.445,11.402,0.007,99.825,0.624,g
2458508.72214,2019-01-25.2218407,bl,1.55,15.436,11.403,0.006,99.734,0.595,g
2458508.72336,2019-01-25.2230662,bl,1.47,15.424,11.377,0.007,102.140,0.648,g
2458509.50674,2019-01-26.0064210,bo,1.51,15.411,11.364,0.006,103.394,0.557,g
2458509.50795,2019-01-26.0076252,bo,1.49,15.430,11.389,0.006,101.050,0.575,g
2458509.65387,2019-01-26.1535420,bl,1.46,15.445,11.400,0.006,100.000,0.607,g
2458509.65509,2019-01-26.1547553,bl,1.53,15.432,11.382,0.006,101.678,0.620,g
2458509.65631,2019-01-26.1559743,bl,1.49,15.447,11.380,0.006,101.819,0.615,g
2458509.78407,2019-01-26.2837349,bG,1.45,15.359,11.382,0.007,101.656,0.646,g
2458509.78538,2019-01-26.2850413,bG,1.49,15.381,11.390,0.007,100.886,0.646,g
2458509.78665,2019-01-26.2863158,bG,1.46,15.370,11.376,0.006,102.270,0.633,g
2458511.43517,2019-01-27.9347795,bo,1.54,15.494,11.370,0.006,102.866,0.542,g
2458511.43655,2019-01-27.9361560,bo,1.44,15.511,11.372,0.006,102.614,0.528,g
2458511.79121,2019-01-28.2908069,bH,1.50,15.515,11.390,0.007,100.940,0.601,g
2458511.79249,2019-01-28.2920853,bH,1.50,15.516,11.386,0.006,101.378,0.583,g
2458511.79378,2019-01-28.2933718,bH,1.43,15.515,11.385,0.007,101.382,0.618,g
2458512.48025,2019-01-28.9798182,bo,1.51,15.488,11.374,0.006,102.468,0.589,g
2458512.48145,2019-01-28.9810192,bo,1.47,15.480,11.362,0.006,103.563,0.566,g
2458512.78698,2019-01-29.2865446,bl,1.50,15.419,11.378,0.007,102.028,0.670,g
2458512.78820,2019-01-29.2877657,bl,1.43,15.438,11.384,0.007,101.446,0.661,g
2458512.78942,2019-01-29.2889837,bl,1.47,15.437,11.404,0.007,99.611,0.646,g
2458512.84693,2019-01-29.3464837,bG,1.42,15.358,11.383,0.007,101.653,0.622,g
2458512.84822,2019-01-29.3477729,bG,1.48,15.367,11.371,0.006,102.738,0.615,g
2458512.84949,2019-01-29.3490432,bG,1.41,15.358,11.404,0.007,99.667,0.641,g
2458513.44333,2019-01-29.9428668,bo,1.48,15.495,11.365,0.006,103.357,0.542,g
2458513.44455,2019-01-29.9440859,bo,1.54,15.512,11.380,0.006,101.839,0.522,g
2458513.44577,2019-01-29.9453039,bo,1.46,15.510,11.374,0.006,102.502,0.543,g
2458513.85420,2019-01-30.3537188,bH,1.42,15.465,11.392,0.007,100.730,0.664,g
2458513.85548,2019-01-30.3550003,bH,1.43,15.450,11.391,0.007,100.829,0.641,g
2458513.85676,2019-01-30.3562711,bH,1.42,15.458,11.393,0.007,100.611,0.625,g
2458514.39334,2019-01-30.8928336,bo,1.47,15.290,11.368,0.007,103.046,0.677,g
2458514.39578,2019-01-30.8952689,bo,1.48,15.256,11.382,0.007,101.741,0.667,g
2458514.80424,2019-01-31.3037232,bG,1.42,15.363,11.373,0.007,102.524,0.617,g
2458514.80550,2019-01-31.3049819,bG,1.45,15.370,11.389,0.007,100.958,0.632,g
2458514.80677,2019-01-31.3062525,bG,1.39,15.369,11.365,0.006,103.269,0.608,g
2458514.83823,2019-01-31.3377174,bH,1.41,15.459,11.388,0.007,101.104,0.629,g
2458514.83951,2019-01-31.3389901,bH,1.46,15.455,11.384,0.007,101.457,0.633,g
2458514.84079,2019-01-31.3402694,bH,1.42,15.470,11.403,0.007,99.708,0.622,g
2458515.74209,2019-02-01.2415364,bG,1.49,15.396,11.399,0.006,100.074,0.605,g
2458515.74336,2019-02-01.2428023,bG,1.50,15.375,11.379,0.006,101.995,0.600,g
2458515.74474,2019-02-01.2441912,bG,1.50,15.379,11.375,0.006,102.265,0.616,g
2458515.78931,2019-02-01.2887513,bH,1.41,15.472,11.384,0.007,101.478,0.613,g
2458515.79057,2019-02-01.2900131,bH,1.42,15.472,11.389,0.007,101.072,0.620,g
2458515.79184,2019-02-01.2912797,bH,1.50,15.470,11.384,0.006,101.558,0.605,g
2458516.65243,2019-02-02.1518496,bG,1.46,15.371,11.389,0.007,101.041,0.612,g
2458516.65498,2019-02-02.1544015,bG,1.45,15.386,11.387,0.006,101.235,0.608,g
2458516.67793,2019-02-02.1773453,bl,1.43,15.436,11.399,0.008,100.084,0.733,g
2458516.68035,2019-02-02.1797730,bl,1.44,15.430,11.396,0.007,100.402,0.658,g
2458517.28114,2019-02-02.7805355,bo,1.51,15.413,11.351,0.006,104.649,0.585,g
2458517.28358,2019-02-02.7829776,bo,1.41,15.461,11.358,0.006,103.952,0.566,g
2458517.45153,2019-02-02.9509202,bo,1.43,15.497,11.376,0.006,102.297,0.517,g
2458517.45274,2019-02-02.9521314,bo,1.53,15.480,11.364,0.006,103.396,0.535,g
2458517.45395,2019-02-02.9533414,bo,1.44,15.477,11.360,0.006,103.710,0.543,g
2458517.79610,2019-02-03.2954759,bl,1.49,15.457,11.374,0.006,102.437,0.614,g
2458517.79732,2019-02-03.2966937,bl,1.49,15.476,11.410,0.007,99.090,0.646,g
2458517.79853,2019-02-03.2979123,bl,1.48,15.459,11.381,0.007,101.718,0.640,g
2458518.39955,2019-02-03.8988991,bo,1.51,99.990,99.990,99.990,99.990,99.990,g
2458518.40077,2019-02-03.9001186,bo,1.48,99.990,99.990,99.990,99.990,99.990,g
2458518.40199,2019-02-03.9013355,bo,1.44,99.990,99.990,99.990,99.990,99.990,g
2458518.84407,2019-02-04.3434026,bG,1.43,15.412,11.398,0.007,100.183,0.653,g
2458518.84533,2019-02-04.3446769,bG,1.49,15.415,11.388,0.006,101.112,0.593,g
2458518.84660,2019-02-04.3459513,bG,1.49,15.430,11.406,0.006,99.457,0.585,g
2458520.62719,2019-02-06.1264612,bH,1.41,15.528,11.383,0.006,101.571,0.590,g
2458520.62845,2019-02-06.1277228,bH,1.44,15.533,11.391,0.007,100.848,0.596,g
2458520.62985,2019-02-06.1291200,bH,1.45,15.530,11.389,0.007,101.001,0.591,g
2458521.65772,2019-02-07.1569626,bG,1.47,13.886,11.502,0.027,91.040,2.258,g
2458521.65900,2019-02-07.1582400,bG,1.52,13.961,11.395,0.025,100.535,2.261,g
2458521.66027,2019-02-07.1595039,bG,1.46,14.565,11.432,0.014,97.127,1.275,g
2458521.72702,2019-02-07.2262572,bl,1.51,14.240,11.283,0.016,111.339,1.691,g
2458521.72824,2019-02-07.2274788,bl,1.52,14.257,11.521,0.027,89.495,2.190,g
2458521.72947,2019-02-07.2287061,bl,1.54,14.144,11.406,0.021,99.508,1.993,g
2458522.63776,2019-02-08.1369712,bG,1.38,15.419,11.405,0.007,99.618,0.628,g
2458522.63904,2019-02-08.1382467,bG,1.45,15.426,11.406,0.006,99.459,0.607,g
2458522.64032,2019-02-08.1395300,bG,1.43,15.422,11.384,0.006,101.498,0.599,g
2458522.70976,2019-02-08.2089605,bl,1.50,15.345,11.392,0.008,100.736,0.727,g
2458523.66078,2019-02-09.1599531,bH,1.43,15.479,11.380,0.006,101.895,0.582,g
2458523.66333,2019-02-09.1624960,bH,1.42,15.455,11.383,0.007,101.616,0.616,g
2458524.45684,2019-02-09.9559868,bo,1.45,99.990,99.990,99.990,99.990,99.990,g
2458524.45805,2019-02-09.9571943,bo,1.52,99.990,99.990,99.990,99.990,99.990,g
2458524.45927,2019-02-09.9584156,bo,1.49,99.990,99.990,99.990,99.990,99.990,g
2458524.68455,2019-02-10.1836880,bG,1.38,15.411,11.383,0.006,101.667,0.587,g
2458524.68581,2019-02-10.1849527,bG,1.47,15.419,11.361,0.006,103.690,0.587,g
2458525.63588,2019-02-11.1349796,bH,1.47,15.487,11.378,0.007,102.020,0.618,g
2458525.63715,2019-02-11.1362481,bH,1.39,15.484,11.378,0.007,102.003,0.613,g
2458525.63840,2019-02-11.1375100,bH,1.43,15.470,11.374,0.006,102.455,0.606,g
2458526.88725,2019-02-12.3863233,bl,1.44,15.358,11.403,0.009,99.735,0.763,g
2458526.88847,2019-02-12.3875413,bl,1.47,15.340,11.376,0.008,102.190,0.753,g
2458527.75533,2019-02-13.2543681,bG,1.46,99.990,99.990,99.990,99.990,99.990,g
2458527.75669,2019-02-13.2557263,bG,1.43,99.990,99.990,99.990,99.990,99.990,g
2458527.75797,2019-02-13.2570005,bG,1.44,15.426,11.381,0.006,101.771,0.589,g
2458528.75075,2019-02-14.2497468,bH,1.45,15.531,11.384,0.006,101.415,0.560,g
2458528.75201,2019-02-14.2510145,bH,1.45,15.530,11.385,0.006,101.359,0.582,g
2458528.75328,2019-02-14.2522848,bH,1.42,15.542,11.402,0.006,99.813,0.552,g
2458529.68435,2019-02-15.1833187,bH,1.42,15.491,11.388,0.007,101.171,0.615,g
2458529.68561,2019-02-15.1845847,bH,1.42,15.520,11.384,0.007,101.449,0.610,g
2458529.68687,2019-02-15.1858489,bH,1.45,15.486,11.378,0.006,102.031,0.586,g
2458530.51547,2019-02-16.0144166,bo,1.50,15.479,11.353,0.006,104.393,0.576,g
2458530.51669,2019-02-16.0156282,bo,1.47,15.494,11.378,0.006,102.033,0.544,g
2458530.51789,2019-02-16.0168333,bo,1.51,15.498,11.378,0.006,102.036,0.557,g
2458530.68364,2019-02-16.1825763,bl,1.50,15.414,11.404,0.007,99.677,0.675,g
2458530.68486,2019-02-16.1837993,bl,1.45,15.436,11.406,0.007,99.380,0.655,g
2458530.68608,2019-02-16.1850171,bl,1.46,15.431,11.387,0.007,101.238,0.644,g
2458530.83276,2019-02-16.3316895,bG,1.46,15.399,11.371,0.006,102.711,0.622,g
2458530.83402,2019-02-16.3329537,bG,1.45,15.394,11.372,0.006,102.572,0.612,g
2458530.83530,2019-02-16.3342289,bG,1.43,15.386,11.379,0.006,101.967,0.573,g
2458530.86401,2019-02-16.3629394,bH,1.46,15.488,11.383,0.006,101.543,0.588,g
2458530.86528,2019-02-16.3642118,bH,1.51,15.483,11.384,0.007,101.537,0.615,g
2458530.86654,2019-02-16.3654732,bH,1.52,15.462,11.372,0.006,102.631,0.584,g
2458532.64258,2019-02-18.1414526,bH,1.45,15.414,11.377,0.006,102.185,0.607,g
2458532.64513,2019-02-18.1440033,bH,1.46,15.403,11.388,0.007,101.152,0.705,g
2458533.43709,2019-02-18.9359347,bo,1.43,15.313,11.380,0.007,101.859,0.667,g
2458533.43853,2019-02-18.9373777,bo,1.48,15.349,11.355,0.007,104.217,0.606,g
2458533.44016,2019-02-18.9390023,bo,1.50,15.292,11.359,0.007,103.875,0.678,g
2458533.66541,2019-02-19.1642578,bG,1.43,15.282,11.380,0.007,101.912,0.668,g
2458533.66669,2019-02-19.1655341,bG,1.50,15.221,11.384,0.007,101.521,0.726,g
2458533.66795,2019-02-19.1667961,bG,1.46,15.262,11.360,0.007,103.730,0.669,g
2458533.72932,2019-02-19.2281658,bl,1.54,15.369,11.388,0.008,101.156,0.721,g
2458533.73055,2019-02-19.2293908,bl,1.55,15.311,11.403,0.008,99.786,0.714,g
2458533.73176,2019-02-19.2306135,bl,1.46,15.302,11.387,0.008,101.240,0.722,g
2458534.66051,2019-02-20.1593222,bH,2.10,15.328,11.384,0.007,101.531,0.673,g
2458534.66178,2019-02-20.1605950,bH,2.09,15.308,11.390,0.007,100.960,0.687,g
2458534.66305,2019-02-20.1618590,bH,2.08,15.362,11.391,0.007,100.809,0.632,g
2458534.70333,2019-02-20.2021486,bG,1.46,15.218,11.367,0.007,103.085,0.697,g
2458534.70461,2019-02-20.2034239,bG,1.51,15.217,11.365,0.007,103.235,0.714,g
2458534.70589,2019-02-20.2047013,bG,1.50,15.218,11.401,0.008,99.879,0.736,g
2458535.62537,2019-02-21.1241572,bG,1.46,15.264,11.377,0.007,102.127,0.674,g
2458535.62664,2019-02-21.1254277,bG,1.51,15.301,11.383,0.007,101.602,0.653,g
2458535.62792,2019-02-21.1267027,bG,1.41,15.263,11.383,0.007,101.586,0.669,g
2458535.83264,2019-02-21.3314112,bl,1.48,15.320,11.392,0.008,100.750,0.734,g
2458535.83385,2019-02-21.3326303,bl,1.45,15.322,11.400,0.009,100.004,0.780,g
2458535.83507,2019-02-21.3338457,bl,1.53,15.306,11.404,0.008,99.627,0.770,g
2458536.65660,2019-02-22.1553577,bl,1.52,15.380,11.393,0.008,100.569,0.702,g
2458536.65783,2019-02-22.1565768,bl,1.52,15.418,11.402,0.008,99.816,0.734,g
2458536.65903,2019-02-22.1577923,bl,1.59,15.394,11.402,0.008,99.842,0.745,g
2458536.83236,2019-02-22.3311086,bG,1.46,15.232,11.379,0.007,101.942,0.653,g
2458536.83364,2019-02-22.3323854,bG,1.43,15.251,11.372,0.007,102.597,0.693,g
2458536.83490,2019-02-22.3336481,bG,1.46,15.285,11.376,0.007,102.250,0.663,g
2458536.84797,2019-02-22.3467135,bH,1.40,15.383,11.391,0.008,100.878,0.742,g
2458536.84923,2019-02-22.3479809,bH,1.44,15.416,11.400,0.007,100.002,0.652,g
2458537.45099,2019-02-22.9497160,bo,1.47,15.428,11.384,0.006,101.475,0.613,g
2458537.45221,2019-02-22.9509331,bo,1.49,15.444,11.404,0.006,99.668,0.587,g
2458537.45342,2019-02-22.9521466,bo,1.49,15.447,11.384,0.006,101.533,0.597,g
2458537.82775,2019-02-23.3264635,bG,1.43,15.320,11.406,0.007,99.423,0.644,g
2458537.82902,2019-02-23.3277324,bG,1.44,15.329,11.375,0.007,102.316,0.612,g
2458537.83028,2019-02-23.3289951,bG,1.44,15.295,11.380,0.007,101.866,0.663,g
2458537.83895,2019-02-23.3376681,bl,1.50,15.411,11.393,0.008,100.627,0.775,g
2458537.84017,2019-02-23.3388862,bl,1.46,15.403,11.388,0.008,101.104,0.742,g
2458537.84138,2019-02-23.3401031,bl,1.59,15.391,11.384,0.008,101.533,0.779,g
2458538.29955,2019-02-23.7982605,bo,1.43,15.480,11.368,0.006,102.992,0.583,g
2458538.30076,2019-02-23.7994671,bo,1.47,15.492,11.387,0.006,101.235,0.551,g
2458538.30199,2019-02-23.8006944,bo,1.42,15.472,11.362,0.006,103.598,0.606,g
2458538.62993,2019-02-24.1286263,bl,1.48,15.452,11.383,0.007,101.581,0.627,g
2458538.63238,2019-02-24.1310761,bl,1.48,15.437,11.358,0.007,103.874,0.637,g
2458538.82698,2019-02-24.3256739,bG,2.01,15.355,11.399,0.007,100.149,0.624,g
2458538.82826,2019-02-24.32695,bG,2.01,15.350,11.393,0.007,100.598,0.650,g
2458538.82953,2019-02-24.3282217,bG,2.04,15.313,11.382,0.007,101.704,0.671,g
2458538.86481,2019-02-24.3634967,bH,1.41,15.434,11.372,0.007,102.606,0.663,g
2458538.86608,2019-02-24.3647662,bH,1.50,15.470,11.397,0.008,100.322,0.732,g
2458538.86735,2019-02-24.3660377,bH,1.42,15.420,11.386,0.007,101.284,0.657,g
2458539.33694,2019-02-24.8356112,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2458539.33816,2019-02-24.8368280,bo,1.49,99.990,99.990,99.990,99.990,99.990,g
2458539.80016,2019-02-25.2988142,bH,1.44,15.488,11.381,0.006,101.716,0.599,g
2458539.80142,2019-02-25.3000762,bH,1.46,15.469,11.385,0.007,101.354,0.631,g
2458539.80268,2019-02-25.3013384,bH,1.47,15.478,11.381,0.006,101.777,0.594,g
2458540.64110,2019-02-26.1397365,bG,1.48,15.429,11.382,0.006,101.657,0.606,g
2458540.64237,2019-02-26.1410096,bG,1.44,15.428,11.381,0.006,101.714,0.588,g
2458540.64364,2019-02-26.1422753,bG,1.42,15.419,11.389,0.006,100.975,0.600,g
2458540.81469,2019-02-26.3133292,bH,1.42,15.495,11.379,0.007,101.909,0.604,g
2458540.81599,2019-02-26.3146248,bH,1.38,15.484,11.385,0.007,101.399,0.650,g
2458540.81725,2019-02-26.3158894,bH,1.48,15.485,11.406,0.006,99.472,0.597,g
2458541.28377,2019-02-26.7823805,bo,1.46,14.718,11.415,0.011,98.630,1.033,g
2458541.28504,2019-02-26.7836524,bo,1.45,15.059,11.396,0.008,100.307,0.788,g
2458541.28624,2019-02-26.7848565,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2458541.82470,2019-02-27.3233001,bH,1.43,15.468,11.385,0.007,101.390,0.630,g
2458541.82598,2019-02-27.3245792,bH,1.40,15.461,11.373,0.007,102.540,0.632,g
2458541.82725,2019-02-27.3258520,bH,1.43,15.478,11.395,0.007,100.476,0.605,g
2458542.73676,2019-02-28.2353423,bG,1.42,15.394,11.363,0.006,103.459,0.609,g
2458542.73803,2019-02-28.2366056,bG,1.47,15.429,11.417,0.006,98.444,0.564,g
2458542.73930,2019-02-28.2378804,bG,1.41,15.424,11.397,0.006,100.219,0.580,g
2458542.80947,2019-02-28.3080476,bH,1.49,15.494,11.392,0.007,100.699,0.611,g
2458542.81074,2019-02-28.3093202,bH,1.39,15.502,11.414,0.006,98.769,0.586,g
2458542.81202,2019-02-28.3105949,bH,1.45,15.487,11.386,0.007,101.350,0.648,g
2458543.79695,2019-03-01.2954996,bH,1.45,15.499,11.384,0.007,101.544,0.601,g
2458543.79825,2019-03-01.2967997,bH,1.42,15.505,11.391,0.007,100.865,0.646,g
2458543.79951,2019-03-01.2980642,bH,1.43,15.487,11.354,0.007,104.368,0.635,g
2458544.78457,2019-03-02.2830950,bH,1.46,15.511,11.402,0.006,99.748,0.573,g
2458544.78585,2019-03-02.2843701,bH,1.46,15.505,11.394,0.006,100.596,0.593,g
2458544.78713,2019-03-02.2856516,bH,1.42,15.500,11.388,0.006,101.144,0.564,g
2458547.74429,2019-03-05.2427354,bG,1.48,15.423,11.400,0.006,100.032,0.563,g
2458547.74556,2019-03-05.2440061,bG,1.46,15.412,11.366,0.006,103.215,0.589,g
2458547.74683,2019-03-05.2452690,bG,1.41,15.411,11.382,0.006,101.656,0.595,g
2458551.79827,2019-03-09.2966126,bH,1.41,15.454,11.392,0.007,100.735,0.641,g
2458551.79954,2019-03-09.2978814,bH,1.46,15.463,11.399,0.007,100.123,0.616,g
2458551.80082,2019-03-09.2991664,bH,1.45,15.469,11.395,0.006,100.513,0.603,g
2458552.72518,2019-03-10.2235067,bG,1.49,15.397,11.379,0.006,102.003,0.591,g
2458552.72647,2019-03-10.2247906,bG,1.43,99.990,99.990,99.990,99.990,99.990,g
2458553.52187,2019-03-11.0201788,bH,1.39,15.500,11.393,0.007,100.656,0.620,g
2458553.52314,2019-03-11.0214443,bH,1.44,15.501,11.384,0.006,101.505,0.578,g
2458553.52439,2019-03-11.0226976,bH,1.43,15.490,11.388,0.006,101.151,0.559,g
2458554.61400,2019-03-12.1122806,bH,1.44,15.500,11.383,0.006,101.600,0.595,g
2458554.61527,2019-03-12.1135464,bH,1.41,15.505,11.392,0.007,100.681,0.600,g
2458554.61653,2019-03-12.1148082,bH,1.41,15.515,11.394,0.007,100.546,0.609,g
2458555.66828,2019-03-13.1665467,bG,1.46,15.410,11.369,0.006,102.835,0.609,g
2458555.66955,2019-03-13.1678076,bG,1.43,15.416,11.386,0.006,101.303,0.613,g
2458555.67083,2019-03-13.1690865,bG,1.47,15.412,11.391,0.006,100.902,0.595,g
2458557.68740,2019-03-15.1856193,bl,1.46,15.430,11.386,0.007,101.338,0.643,g
2458558.50608,2019-03-16.0042859,bG,1.53,15.337,11.418,0.007,98.417,0.641,g
2458558.50736,2019-03-16.0055567,bG,1.46,15.368,11.408,0.007,99.241,0.653,g
2458558.50872,2019-03-16.0069202,bG,1.46,15.337,11.375,0.007,102.286,0.674,g
2458558.64648,2019-03-16.1446809,bH,1.42,15.491,11.376,0.006,102.173,0.562,g
2458558.64777,2019-03-16.1459728,bH,1.50,15.482,11.376,0.006,102.283,0.580,g
2458558.64904,2019-03-16.1472364,bH,1.46,15.478,11.375,0.006,102.340,0.607,g
2458558.81865,2019-03-16.3168421,bH,1.42,15.468,11.383,0.006,101.526,0.600,g
2458558.81992,2019-03-16.3181172,bH,1.45,15.476,11.382,0.007,101.698,0.639,g
2458558.82119,2019-03-16.3193797,bH,1.45,15.474,11.397,0.007,100.248,0.668,g
2458559.47218,2019-03-16.9703700,bo,1.39,15.468,11.344,0.006,105.259,0.557,g
2458559.47340,2019-03-16.9715872,bo,1.44,15.485,11.360,0.006,103.770,0.543,g
2458559.47461,2019-03-16.9727935,bo,1.45,15.506,11.387,0.006,101.198,0.520,g
2458559.53745,2019-03-17.0356388,bl,1.47,15.440,11.406,0.007,99.489,0.648,g
2458559.53868,2019-03-17.0368612,bl,1.53,15.435,11.383,0.007,101.558,0.651,g
2458559.53991,2019-03-17.0380885,bl,1.46,15.422,11.379,0.007,101.973,0.660,g
2458559.76830,2019-03-17.2664697,bG,1.50,15.381,11.380,0.006,101.842,0.609,g
2458559.76957,2019-03-17.2677451,bG,1.44,15.384,11.383,0.006,101.550,0.589,g
2458559.77083,2019-03-17.2690068,bG,1.37,15.370,11.384,0.007,101.501,0.591,g
2458560.49266,2019-03-17.9908179,bG,2.01,15.088,11.388,0.008,101.069,0.793,g
2458560.49266,2019-03-17.9908251,bl,2.05,15.204,11.408,0.010,99.200,0.865,g
2458560.49388,2019-03-17.9920396,bl,2.04,15.261,11.391,0.008,100.803,0.779,g
2458560.49395,2019-03-17.9921089,bG,1.98,15.172,11.389,0.008,101.038,0.726,g
2458560.49510,2019-03-17.9932603,bl,2.00,15.342,11.406,0.009,99.428,0.790,g
2458560.49522,2019-03-17.9933864,bG,1.98,15.264,11.380,0.007,101.868,0.693,g
2458560.81697,2019-03-18.3151261,bH,2.41,15.408,11.397,0.007,100.299,0.664,g
2458560.81823,2019-03-18.3163916,bH,2.39,15.408,11.390,0.006,100.920,0.598,g
2458560.81950,2019-03-18.3176570,bH,2.41,15.384,11.377,0.006,102.085,0.629,g
2458561.34113,2019-03-18.8392738,bo,1.45,15.385,11.377,0.006,102.114,0.602,g
2458561.34234,2019-03-18.8404895,bo,1.46,15.401,11.375,0.006,102.363,0.619,g
2458561.34356,2019-03-18.8417050,bo,1.40,15.402,11.361,0.006,103.706,0.621,g
2458561.76271,2019-03-19.2608562,bG,1.41,15.245,11.377,0.007,102.157,0.685,g
2458561.76399,2019-03-19.2621273,bG,1.43,15.249,11.378,0.007,102.133,0.681,g
2458561.76528,2019-03-19.2634193,bG,1.41,15.281,11.415,0.007,98.653,0.653,g
2458561.77397,2019-03-19.2721128,bl,1.46,15.333,11.395,0.009,100.388,0.775,g
2458561.77519,2019-03-19.2733274,bl,1.50,15.338,11.396,0.008,100.345,0.724,g
2458561.77641,2019-03-19.2745523,bl,1.45,15.356,11.391,0.009,100.862,0.818,g
2458562.55725,2019-03-20.0553730,bl,1.48,15.368,11.405,0.007,99.555,0.657,g
2458562.55848,2019-03-20.0566071,bl,1.44,15.392,11.388,0.007,101.139,0.708,g
